season,game_no,player_name,shirt_no,role,on_for,off_for
1989/90,51,Vickers,6,starter,NA,NA
1989/90,51,Malkin,7,starter,NA,14
1989/90,51,Harvey,8,starter,NA,NA
1989/90,51,Steel,9,starter,NA,NA
1989/90,51,Muir,10,starter,NA,NA
1989/90,51,Thomas,11,starter,NA,NA
1989/90,51,Morrissey,14,sub,7,NA
1989/90,52,Nixon,1,starter,NA,NA
1989/90,52,Higgins,2,starter,NA,NA
1989/90,52,Mungall,3,starter,NA,NA
1989/90,52,McNab,4,starter,NA,NA
1989/90,52,Hughes,5,starter,NA,NA
1989/90,52,Vickers,6,starter,NA,NA
1989/90,52,Morrissey,7,starter,NA,NA
1989/90,52,Harvey,8,starter,NA,NA
1989/90,52,Steel,9,starter,NA,NA
1989/90,52,Muir,10,starter,NA,NA
1989/90,52,Thomas,11,starter,NA,NA
1989/90,53,Nixon,1,starter,NA,NA
1989/90,53,Higgins,2,starter,NA,NA
1989/90,53,Mungall,3,starter,NA,12
1989/90,53,McNab,4,starter,NA,NA
1989/90,53,Hughes,5,starter,NA,NA
1989/90,53,Vickers,6,starter,NA,NA
1989/90,53,Morrissey,7,starter,NA,14
1989/90,53,Harvey,8,starter,NA,NA
1989/90,53,Steel,9,starter,NA,NA
1989/90,53,Muir,10,starter,NA,NA
1989/90,53,Thomas,11,starter,NA,NA
1989/90,53,Bishop,12,sub,3,NA
1989/90,53,Fairclough,14,sub,7,NA
1989/90,54,Nixon,1,starter,NA,NA
1989/90,54,Higgins,2,starter,NA,NA
1989/90,54,Mungall,3,starter,NA,NA
1989/90,54,McNab,4,starter,NA,NA
1989/90,54,Hughes,5,starter,NA,NA
1989/90,54,Vickers,6,starter,NA,NA
1989/90,54,Malkin,7,starter,NA,12
1989/90,54,Harvey,8,starter,NA,NA
1989/90,54,Steel,9,starter,NA,NA
1989/90,54,Muir,10,starter,NA,NA
1989/90,54,Thomas,11,starter,NA,NA
1989/90,54,Fairclough,12,sub,7,NA
1989/90,55,Nixon,1,starter,NA,NA
1989/90,55,Higgins,2,starter,NA,NA
1989/90,55,Mungall,3,starter,NA,NA
1989/90,55,McNab,4,starter,NA,NA
1989/90,55,Hughes,5,starter,NA,NA
1989/90,55,Vickers,6,starter,NA,NA
1989/90,55,Malkin,7,starter,NA,NA
1989/90,55,Harvey,8,starter,NA,12
1989/90,55,Steel,9,starter,NA,NA
1989/90,55,Muir,10,starter,NA,NA
1989/90,55,Thomas,11,starter,NA,NA
1989/90,55,Bishop,12,sub,8,NA
1989/90,56,Nixon,1,starter,NA,NA
1989/90,56,Higgins,2,starter,NA,NA
1989/90,56,Mungall,3,starter,NA,NA
1989/90,56,McNab,4,starter,NA,NA
1989/90,56,Hughes,5,starter,NA,NA
1989/90,56,Vickers,6,starter,NA,NA
1989/90,56,Malkin,7,starter,NA,NA
1989/90,56,Harvey,8,starter,NA,NA
1989/90,56,Steel,9,starter,NA,NA
1989/90,56,Muir,10,starter,NA,NA
1989/90,56,Thomas,11,starter,NA,NA
1989/90,57,Nixon,1,starter,NA,NA
1989/90,57,Higgins,2,starter,NA,NA
1989/90,57,Mungall,3,starter,NA,14
1989/90,57,McNab,4,starter,NA,NA
1989/90,57,Hughes,5,starter,NA,NA
1989/90,57,Vickers,6,starter,NA,NA
1989/90,57,Malkin,7,starter,NA,NA
1989/90,57,Harvey,8,starter,NA,NA
1989/90,57,Steel,9,starter,NA,NA
1989/90,57,Muir,10,starter,NA,NA
1989/90,57,Thomas,11,starter,NA,NA
1989/90,57,Fairclough,14,sub,3,NA
1989/90,58,Nixon,1,starter,NA,NA
1989/90,58,Higgins,2,starter,NA,NA
1989/90,58,Mungall,3,starter,NA,NA
1989/90,58,McNab,4,starter,NA,NA
1989/90,58,Hughes,5,starter,NA,14
1989/90,58,Vickers,6,starter,NA,NA
1989/90,58,Malkin,7,starter,NA,NA
1989/90,58,Harvey,8,starter,NA,12
1989/90,58,Steel,9,starter,NA,NA
1989/90,58,Muir,10,starter,NA,NA
1989/90,58,Thomas,11,starter,NA,NA
1989/90,58,Bishop,12,sub,8,NA
1989/90,58,Fairclough,14,sub,5,NA
1989/90,59,Nixon,1,starter,NA,NA
1989/90,59,Higgins,2,starter,NA,NA
1989/90,59,McCarrick,3,starter,NA,NA
1989/90,59,McNab,4,starter,NA,12
1989/90,59,Hughes,5,starter,NA,14
1989/90,59,Vickers,6,starter,NA,NA
1989/90,59,Malkin,7,starter,NA,NA
1989/90,59,Harvey,8,starter,NA,NA
1989/90,59,Steel,9,starter,NA,NA
1989/90,59,Muir,10,starter,NA,NA
1989/90,59,Thomas,11,starter,NA,NA
1989/90,59,Martindale,12,sub,4,NA
1989/90,59,Fairclough,14,sub,5,NA
1989/90,60,Nixon,1,starter,NA,NA
1989/90,60,Higgins,2,starter,NA,NA
1989/90,60,McCarrick,3,starter,NA,NA
1989/90,60,McNab,4,starter,NA,NA
1989/90,60,Hughes,5,starter,NA,NA
1989/90,60,Vickers,6,starter,NA,NA
1989/90,60,Morrissey,7,starter,NA,14
1989/90,60,Martindale,8,starter,NA,NA
1989/90,60,Steel,9,starter,NA,NA
1989/90,60,Muir,10,starter,NA,NA
1989/90,60,Thomas,11,starter,NA,12
1989/90,60,Harvey,12,sub,11,NA
1989/90,60,Fairclough,14,sub,7,NA
1989/90,61,Nixon,1,starter,NA,NA
1989/90,61,Higgins,2,starter,NA,NA
1989/90,61,Mungall,3,starter,NA,NA
1989/90,61,McNab,4,starter,NA,NA
1989/90,61,Bauress,5,starter,NA,NA
1989/90,61,Vickers,6,starter,NA,NA
1989/90,61,Malkin,7,starter,NA,NA
1989/90,61,Harvey,8,starter,NA,NA
1989/90,61,Steel,9,starter,NA,NA
1989/90,61,Muir,10,starter,NA,14
1989/90,61,Thomas,11,starter,NA,NA
1989/90,61,Morrissey,14,sub,10,NA
1989/90,62,Nixon,1,starter,NA,NA
1989/90,62,Higgins,2,starter,NA,NA
1989/90,62,Mungall,3,starter,NA,NA
1989/90,62,McNab,4,starter,NA,NA
1989/90,62,Hughes,5,starter,NA,NA
1989/90,62,Vickers,6,starter,NA,NA
1989/90,62,Malkin,7,starter,NA,NA
1989/90,62,Harvey,8,starter,NA,NA
1989/90,62,Steel,9,starter,NA,NA
1989/90,62,Muir,10,starter,NA,NA
1989/90,62,Thomas,11,starter,NA,NA
1989/90,63,Nixon,1,starter,NA,NA
1989/90,63,Higgins,2,starter,NA,NA
1989/90,63,Mungall,3,starter,NA,NA
1989/90,63,McNab,4,starter,NA,NA
1989/90,63,Hughes,5,starter,NA,NA
1989/90,63,Vickers,6,starter,NA,NA
1989/90,63,Malkin,7,starter,NA,NA
1989/90,63,Harvey,8,starter,NA,NA
1989/90,63,Steel,9,starter,NA,NA
1989/90,63,Muir,10,starter,NA,NA
1989/90,63,Thomas,11,starter,NA,NA
1989/90,64,Nixon,1,starter,NA,NA
1989/90,64,Garnett,2,starter,NA,NA
1989/90,64,Mungall,3,starter,NA,NA
1989/90,64,McNab,4,starter,NA,NA
1989/90,64,Hughes,5,starter,NA,NA
1989/90,64,Vickers,6,starter,NA,NA
1989/90,64,Malkin,7,starter,NA,NA
1989/90,64,Harvey,8,starter,NA,NA
1989/90,64,Steel,9,starter,NA,NA
1989/90,64,Muir,10,starter,NA,NA
1989/90,64,Thomas,11,starter,NA,NA
1989/90,65,Nixon,1,starter,NA,NA
1989/90,65,Garnett,2,starter,NA,NA
1989/90,65,Mungall,3,starter,NA,14
1989/90,65,McNab,4,starter,NA,NA
1989/90,65,Hughes,5,starter,NA,NA
1989/90,65,Vickers,6,starter,NA,NA
1989/90,65,Malkin,7,starter,NA,NA
1989/90,65,Harvey,8,starter,NA,12
1989/90,65,Steel,9,starter,NA,NA
1989/90,65,Muir,10,starter,NA,NA
1989/90,65,Thomas,11,starter,NA,NA
1989/90,65,Bishop,12,sub,8,NA
1989/90,65,Fairclough,14,sub,3,NA
1990/91,1,Nixon,1,starter,NA,NA
1990/91,1,Mungall,2,starter,NA,NA
1990/91,1,McCarrick,3,starter,NA,NA
1990/91,1,McNab,4,starter,NA,NA
1990/91,1,Hughes,5,starter,NA,NA
1990/91,1,Vickers,6,starter,NA,NA
1990/91,1,Morrissey,7,starter,NA,NA
1990/91,1,Harvey,8,starter,NA,14
1990/91,1,Steel,9,starter,NA,NA
1990/91,1,Muir,10,starter,NA,NA
1990/91,1,Thomas,11,starter,NA,NA
1990/91,1,Martindale,14,sub,8,NA
1990/91,2,Nixon,1,starter,NA,NA
1990/91,2,Mungall,2,starter,NA,NA
1990/91,2,McCarrick,3,starter,NA,NA
1990/91,2,McNab,4,starter,NA,NA
1990/91,2,Hughes,5,starter,NA,NA
1990/91,2,Vickers,6,starter,NA,NA
1990/91,2,Morrissey,7,starter,NA,NA
1990/91,2,Harvey,8,starter,NA,NA
1990/91,2,Steel,9,starter,NA,NA
1990/91,2,Muir,10,starter,NA,NA
1990/91,2,Thomas,11,starter,NA,NA
1990/91,3,Nixon,1,starter,NA,NA
1990/91,3,Mungall,2,starter,NA,NA
1990/91,3,McCarrick,3,starter,NA,12
1990/91,3,McNab,4,starter,NA,NA
1990/91,3,Hughes,5,starter,NA,14
1990/91,3,Vickers,6,starter,NA,NA
1990/91,3,Morrissey,7,starter,NA,NA
1990/91,3,Harvey,8,starter,NA,NA
1990/91,3,Steel,9,starter,NA,NA
1990/91,3,Muir,10,starter,NA,NA
1990/91,3,Thomas,11,starter,NA,NA
1990/91,3,Martindale,12,sub,3,NA
1990/91,3,Irons,14,sub,5,NA
1990/91,4,Nixon,1,starter,NA,NA
1990/91,4,Mungall,2,starter,NA,NA
1990/91,4,McCarrick,3,starter,NA,NA
1990/91,4,McNab,4,starter,NA,NA
1990/91,4,Hughes,5,starter,NA,12
1990/91,4,Vickers,6,starter,NA,NA
1990/91,4,Morrissey,7,starter,NA,NA
1990/91,4,Harvey,8,starter,NA,NA
1990/91,4,Steel,9,starter,NA,NA
1990/91,4,Muir,10,starter,NA,NA
1990/91,4,Thomas,11,starter,NA,NA
1990/91,4,Malkin,12,sub,5,NA
1990/91,5,Nixon,1,starter,NA,NA
1990/91,5,Higgins,2,starter,NA,NA
1990/91,5,Mungall,3,starter,NA,NA
1990/91,5,McNab,4,starter,NA,NA
1990/91,5,Hughes,5,starter,NA,12
1990/91,5,Vickers,6,starter,NA,NA
1990/91,5,Morrissey,7,starter,NA,NA
1990/91,5,Harvey,8,starter,NA,NA
1990/91,5,Steel,9,starter,NA,NA
1990/91,5,Muir,10,starter,NA,NA
1990/91,5,Thomas,11,starter,NA,NA
1990/91,5,Martindale,12,sub,5,NA
1990/91,6,Nixon,1,starter,NA,NA
1990/91,6,Higgins,2,starter,NA,NA
1990/91,6,Mungall,3,starter,NA,NA
1990/91,6,McNab,4,starter,NA,NA
1990/91,6,Hughes,5,starter,NA,NA
1990/91,6,Vickers,6,starter,NA,NA
1990/91,6,Morrissey,7,starter,NA,NA
1990/91,6,Harvey,8,starter,NA,NA
1990/91,6,Steel,9,starter,NA,NA
1990/91,6,Muir,10,starter,NA,14
1990/91,6,Thomas,11,starter,NA,NA
1990/91,6,Malkin,14,sub,10,NA
1990/91,7,Nixon,1,starter,NA,NA
1990/91,7,Higgins,2,starter,NA,NA
1990/91,7,Mungall,3,starter,NA,NA
1990/91,7,McNab,4,starter,NA,NA
1990/91,7,Hughes,5,starter,NA,NA
1990/91,7,Vickers,6,starter,NA,NA
1990/91,7,Morrissey,7,starter,NA,NA
1990/91,7,Harvey,8,starter,NA,NA
1990/91,7,Steel,9,starter,NA,NA
1990/91,7,Muir,10,starter,NA,NA
1990/91,7,Thomas,11,starter,NA,12
1990/91,7,Martindale,12,sub,11,NA
1990/91,8,Nixon,1,starter,NA,NA
1990/91,8,Higgins,2,starter,NA,NA
1990/91,8,Mungall,3,starter,NA,NA
1990/91,8,McNab,4,starter,NA,NA
1990/91,8,Hughes,5,starter,NA,NA
1990/91,8,Vickers,6,starter,NA,NA
1990/91,8,Morrissey,7,starter,NA,NA
1990/91,8,Harvey,8,starter,NA,NA
1990/91,8,Steel,9,starter,NA,NA
1990/91,8,Muir,10,starter,NA,NA
1990/91,8,Martindale,11,starter,NA,14
1990/91,8,Malkin,14,sub,11,NA
1990/91,9,Nixon,1,starter,NA,NA
1990/91,9,Higgins,2,starter,NA,NA
1990/91,9,McCarrick,3,starter,NA,NA
1990/91,9,McNab,4,starter,NA,NA
1990/91,9,Hughes,5,starter,NA,NA
1990/91,9,Vickers,6,starter,NA,NA
1990/91,9,Morrissey,7,starter,NA,14
1990/91,9,Harvey,8,starter,NA,NA
1990/91,9,Steel,9,starter,NA,NA
1990/91,9,Muir,10,starter,NA,NA
1990/91,9,Mungall,11,starter,NA,NA
1990/91,9,Malkin,14,sub,7,NA
1990/91,10,Nixon,1,starter,NA,NA
1990/91,10,Higgins,2,starter,NA,NA
1990/91,10,McCarrick,3,starter,NA,12
1990/91,10,McNab,4,starter,NA,NA
1990/91,10,Hughes,5,starter,NA,NA
1990/91,10,Vickers,6,starter,NA,NA
1990/91,10,Morrissey,7,starter,NA,14
1990/91,10,Harvey,8,starter,NA,NA
1990/91,10,Steel,9,starter,NA,NA
1990/91,10,Muir,10,starter,NA,NA
1990/91,10,Mungall,11,starter,NA,NA
1990/91,10,Martindale,12,sub,3,NA
1990/91,10,Malkin,14,sub,7,NA
1990/91,11,Nixon,1,starter,NA,NA
1990/91,11,Higgins,2,starter,NA,NA
1990/91,11,McCarrick,3,starter,NA,NA
1990/91,11,McNab,4,starter,NA,NA
1990/91,11,Hughes,5,starter,NA,14
1990/91,11,Vickers,6,starter,NA,NA
1990/91,11,Morrissey,7,starter,NA,NA
1990/91,11,Harvey,8,starter,NA,NA
1990/91,11,Malkin,9,starter,NA,NA
1990/91,11,Muir,10,starter,NA,NA
1990/91,11,Mungall,11,starter,NA,NA
1990/91,11,Irons,14,sub,5,NA
1990/91,12,Nixon,1,starter,NA,NA
1990/91,12,Higgins,2,starter,NA,NA
1990/91,12,McCarrick,3,starter,NA,NA
1990/91,12,McNab,4,starter,NA,NA
1990/91,12,Hughes,5,starter,NA,NA
1990/91,12,Vickers,6,starter,NA,NA
1990/91,12,Morrissey,7,starter,NA,12
1990/91,12,Harvey,8,starter,NA,NA
1990/91,12,Steel,9,starter,NA,NA
1990/91,12,Muir,10,starter,NA,NA
1990/91,12,Malkin,11,starter,NA,NA
1990/91,12,Bishop,12,sub,7,NA
1990/91,13,Nixon,1,starter,NA,NA
1990/91,13,Higgins,2,starter,NA,NA
1990/91,13,McCarrick,3,starter,NA,NA
1990/91,13,Bishop,4,starter,NA,NA
1990/91,13,Hughes,5,starter,NA,NA
1990/91,13,Vickers,6,starter,NA,NA
1990/91,13,Morrissey,7,starter,NA,14
1990/91,13,Harvey,8,starter,NA,NA
1990/91,13,Steel,9,starter,NA,NA
1990/91,13,Muir,10,starter,NA,NA
1990/91,13,Malkin,11,starter,NA,NA
1990/91,13,Brannan,14,sub,7,NA
1990/91,14,Nixon,1,starter,NA,NA
1990/91,14,Higgins,2,starter,NA,NA
1990/91,14,McCarrick,3,starter,NA,NA
1990/91,14,Bishop,4,starter,NA,NA
1990/91,14,Hughes,5,starter,NA,NA
1990/91,14,Vickers,6,starter,NA,NA
1990/91,14,Malkin,7,starter,NA,NA
1990/91,14,Harvey,8,starter,NA,NA
1990/91,14,Steel,9,starter,NA,NA
1990/91,14,Muir,10,starter,NA,NA
1990/91,14,Brannan,11,starter,NA,NA
1990/91,15,Nixon,1,starter,NA,NA
1990/91,15,Higgins,2,starter,NA,NA
1990/91,15,McCarrick,3,starter,NA,NA
1990/91,15,Bishop,4,starter,NA,NA
1990/91,15,Hughes,5,starter,NA,12
1990/91,15,Vickers,6,starter,NA,NA
1990/91,15,Malkin,7,starter,NA,NA
1990/91,15,Harvey,8,starter,NA,NA
1990/91,15,Steel,9,starter,NA,NA
1990/91,15,Muir,10,starter,NA,NA
1990/91,15,Martindale,11,starter,NA,14
1990/91,15,Morrissey,12,sub,5,NA
1990/91,15,Brannan,14,sub,11,NA
1990/91,16,Nixon,1,starter,NA,NA
1990/91,16,Higgins,2,starter,NA,NA
1990/91,16,McCarrick,3,starter,NA,NA
1990/91,16,McNab,4,starter,NA,NA
1990/91,16,Bishop,5,starter,NA,NA
1990/91,16,Vickers,6,starter,NA,NA
1990/91,16,Malkin,7,starter,NA,NA
1990/91,16,Harvey,8,starter,NA,14
1990/91,16,Steel,9,starter,NA,NA
1990/91,16,Muir,10,starter,NA,12
1990/91,16,Brannan,11,starter,NA,NA
1990/91,16,Morrissey,12,sub,10,NA
1990/91,16,Martindale,14,sub,8,NA
1990/91,17,Nixon,1,starter,NA,NA
1990/91,17,Brannan,2,starter,NA,NA
1990/91,17,McCarrick,3,starter,NA,NA
1990/91,17,McNab,4,starter,NA,NA
1990/91,17,Hughes,5,starter,NA,NA
1990/91,17,Vickers,6,starter,NA,NA
1990/91,17,Morrissey,7,starter,NA,NA
1990/91,17,Harvey,8,starter,NA,NA
1990/91,17,Steel,9,starter,NA,NA
1990/91,17,Muir,10,starter,NA,NA
1990/91,17,Malkin,11,starter,NA,NA
1990/91,18,Nixon,1,starter,NA,NA
1990/91,18,Higgins,2,starter,NA,14
1990/91,18,McCarrick,3,starter,NA,NA
1990/91,18,McNab,4,starter,NA,NA
1990/91,18,Hughes,5,starter,NA,NA
1990/91,18,Vickers,6,starter,NA,NA
1990/91,18,Morrissey,7,starter,NA,NA
1990/91,18,Harvey,8,starter,NA,12
1990/91,18,Steel,9,starter,NA,NA
1990/91,18,Muir,10,starter,NA,NA
1990/91,18,Brannan,11,starter,NA,NA
1990/91,18,Bishop,12,sub,8,NA
1990/91,18,Irons,14,sub,2,NA
1990/91,19,Nixon,1,starter,NA,NA
1990/91,19,Higgins,2,starter,NA,NA
1990/91,19,McCarrick,3,starter,NA,NA
1990/91,19,McNab,4,starter,NA,NA
1990/91,19,Hughes,5,starter,NA,NA
1990/91,19,Vickers,6,starter,NA,NA
1990/91,19,Morrissey,7,starter,NA,NA
1990/91,19,Harvey,8,starter,NA,NA
1990/91,19,Steel,9,starter,NA,NA
1990/91,19,Muir,10,starter,NA,NA
1990/91,19,Brannan,11,starter,NA,NA
1990/91,20,Nixon,1,starter,NA,NA
1990/91,20,Higgins,2,starter,NA,NA
1990/91,20,Brannan,3,starter,NA,NA
1990/91,20,McNab,4,starter,NA,NA
1990/91,20,Hughes,5,starter,NA,NA
1990/91,20,Vickers,6,starter,NA,NA
1990/91,20,Morrissey,7,starter,NA,NA
1990/91,20,Harvey,8,starter,NA,NA
1990/91,20,Steel,9,starter,NA,NA
1990/91,20,Muir,10,starter,NA,NA
1990/91,20,Thomas,11,starter,NA,NA
1990/91,21,Nixon,1,starter,NA,NA
1990/91,21,Higgins,2,starter,NA,NA
1990/91,21,Brannan,3,starter,NA,NA
1990/91,21,McNab,4,starter,NA,NA
1990/91,21,Hughes,5,starter,NA,NA
1990/91,21,Vickers,6,starter,NA,14
1990/91,21,Morrissey,7,starter,NA,NA
1990/91,21,Harvey,8,starter,NA,12
1990/91,21,Steel,9,starter,NA,NA
1990/91,21,Muir,10,starter,NA,NA
1990/91,21,Thomas,11,starter,NA,NA
1990/91,21,Martindale,12,sub,8,NA
1990/91,21,Irons,14,sub,6,NA
1990/91,22,Nixon,1,starter,NA,NA
1990/91,22,Higgins,2,starter,NA,NA
1990/91,22,Brannan,3,starter,NA,NA
1990/91,22,McNab,4,starter,NA,NA
1990/91,22,Hughes,5,starter,NA,NA
1990/91,22,Irons,6,starter,NA,NA
1990/91,22,Morrissey,7,starter,NA,14
1990/91,22,Harvey,8,starter,NA,12
1990/91,22,Steel,9,starter,NA,NA
1990/91,22,Muir,10,starter,NA,NA
1990/91,22,Thomas,11,starter,NA,NA
1990/91,22,Bishop,12,sub,8,NA
1990/91,22,Martindale,14,sub,7,NA
1990/91,23,Nixon,1,starter,NA,NA
1990/91,23,Higgins,2,starter,NA,NA
1990/91,23,Brannan,3,starter,NA,NA
1990/91,23,McNab,4,starter,NA,NA
1990/91,23,Hughes,5,starter,NA,12
1990/91,23,Vickers,6,starter,NA,NA
1990/91,23,Morrissey,7,starter,NA,14
1990/91,23,Bishop,8,starter,NA,NA
1990/91,23,Steel,9,starter,NA,NA
1990/91,23,Muir,10,starter,NA,NA
1990/91,23,Thomas,11,starter,NA,NA
1990/91,23,Harvey,12,sub,5,NA
1990/91,23,Irons,14,sub,7,NA
1990/91,24,Nixon,1,starter,NA,NA
1990/91,24,Higgins,2,starter,NA,NA
1990/91,24,Brannan,3,starter,NA,NA
1990/91,24,McNab,4,starter,NA,NA
1990/91,24,Hughes,5,starter,NA,12
1990/91,24,Vickers,6,starter,NA,NA
1990/91,24,Irons,7,starter,NA,NA
1990/91,24,Bishop,8,starter,NA,NA
1990/91,24,Cooper,9,starter,NA,NA
1990/91,24,Muir,10,starter,NA,14
1990/91,24,Thomas,11,starter,NA,NA
1990/91,24,Harvey,12,sub,5,NA
1990/91,24,Steel,14,sub,10,NA
1990/91,25,Nixon,1,starter,NA,NA
1990/91,25,Higgins,2,starter,NA,NA
1990/91,25,Brannan,3,starter,NA,NA
1990/91,25,McNab,4,starter,NA,NA
1990/91,25,Hughes,5,starter,NA,NA
1990/91,25,Vickers,6,starter,NA,NA
1990/91,25,Irons,7,starter,NA,NA
1990/91,25,Harvey,8,starter,NA,NA
1990/91,25,Steel,9,starter,NA,NA
1990/91,25,Cooper,10,starter,NA,NA
1990/91,25,Thomas,11,starter,NA,NA
1990/91,26,Nixon,1,starter,NA,NA
1990/91,26,Higgins,2,starter,NA,NA
1990/91,26,Brannan,3,starter,NA,NA
1990/91,26,McNab,4,starter,NA,NA
1990/91,26,Hughes,5,starter,NA,12
1990/91,26,Vickers,6,starter,NA,NA
1990/91,26,Irons,7,starter,NA,NA
1990/91,26,Harvey,8,starter,NA,NA
1990/91,26,Steel,9,starter,NA,NA
1990/91,26,Cooper,10,starter,NA,NA
1990/91,26,Thomas,11,starter,NA,NA
1990/91,26,Muir,12,sub,5,NA
1990/91,27,Nixon,1,starter,NA,NA
1990/91,27,Higgins,2,starter,NA,NA
1990/91,27,Brannan,3,starter,NA,NA
1990/91,27,McNab,4,starter,NA,NA
1990/91,27,Hughes,5,starter,NA,14
1990/91,27,Vickers,6,starter,NA,NA
1990/91,27,Irons,7,starter,NA,NA
1990/91,27,Harvey,8,starter,NA,NA
1990/91,27,Steel,9,starter,NA,NA
1990/91,27,Cooper,10,starter,NA,12
1990/91,27,Thomas,11,starter,NA,NA
1990/91,27,Muir,12,sub,10,NA
1990/91,27,Mungall,14,sub,5,NA
1990/91,28,Nixon,1,starter,NA,NA
1990/91,28,Higgins,2,starter,NA,NA
1990/91,28,Brannan,3,starter,NA,NA
1990/91,28,McNab,4,starter,NA,NA
1990/91,28,Hughes,5,starter,NA,NA
1990/91,28,Vickers,6,starter,NA,NA
1990/91,28,Irons,7,starter,NA,NA
1990/91,28,Harvey,8,starter,NA,NA
1990/91,28,Steel,9,starter,NA,NA
1990/91,28,Muir,10,starter,NA,NA
1990/91,28,Thomas,11,starter,NA,12
1990/91,28,Morrissey,12,sub,11,NA
1990/91,29,Nixon,1,starter,NA,NA
1990/91,29,Higgins,2,starter,NA,NA
1990/91,29,Brannan,3,starter,NA,NA
1990/91,29,McNab,4,starter,NA,NA
1990/91,29,Hughes,5,starter,NA,NA
1990/91,29,Vickers,6,starter,NA,NA
1990/91,29,Morrissey,7,starter,NA,NA
1990/91,29,Harvey,8,starter,NA,NA
1990/91,29,Steel,9,starter,NA,NA
1990/91,29,Muir,10,starter,NA,NA
1990/91,29,Irons,11,starter,NA,NA
1990/91,30,Nixon,1,starter,NA,NA
1990/91,30,Higgins,2,starter,NA,NA
1990/91,30,Brannan,3,starter,NA,NA
1990/91,30,Irons,4,starter,NA,NA
1990/91,30,Hughes,5,starter,NA,NA
1990/91,30,Vickers,6,starter,NA,NA
1990/91,30,Morrissey,7,starter,NA,12
1990/91,30,Harvey,8,starter,NA,NA
1990/91,30,Steel,9,starter,NA,NA
1990/91,30,Muir,10,starter,NA,NA
1990/91,30,Mungall,11,starter,NA,NA
1990/91,30,Cooper,12,sub,7,NA
1990/91,31,Nixon,1,starter,NA,NA
1990/91,31,Higgins,2,starter,NA,NA
1990/91,31,Brannan,3,starter,NA,NA
1990/91,31,Irons,4,starter,NA,NA
1990/91,31,Hughes,5,starter,NA,NA
1990/91,31,Vickers,6,starter,NA,NA
1990/91,31,Morrissey,7,starter,NA,NA
1990/91,31,Harvey,8,starter,NA,NA
1990/91,31,Steel,9,starter,NA,NA
1990/91,31,Muir,10,starter,NA,NA
1990/91,31,Mungall,11,starter,NA,NA
1990/91,32,Nixon,1,starter,NA,NA
1990/91,32,Higgins,2,starter,NA,NA
1990/91,32,Brannan,3,starter,NA,NA
1990/91,32,Irons,4,starter,NA,NA
1990/91,32,Hughes,5,starter,NA,NA
1990/91,32,Vickers,6,starter,NA,NA
1990/91,32,Morrissey,7,starter,NA,NA
1990/91,32,Harvey,8,starter,NA,NA
1990/91,32,Steel,9,starter,NA,NA
1990/91,32,Muir,10,starter,NA,NA
1990/91,32,Mungall,11,starter,NA,NA
1990/91,33,Nixon,1,starter,NA,NA
1990/91,33,Higgins,2,starter,NA,NA
1990/91,33,Brannan,3,starter,NA,NA
1990/91,33,Irons,4,starter,NA,NA
1990/91,33,Mungall,5,starter,NA,NA
1990/91,33,Vickers,6,starter,NA,NA
1990/91,33,Morrissey,7,starter,NA,NA
1990/91,33,Harvey,8,starter,NA,NA
1990/91,33,Steel,9,starter,NA,NA
1990/91,33,Muir,10,starter,NA,NA
1990/91,33,Thomas,11,starter,NA,NA
1990/91,34,Nixon,1,starter,NA,NA
1990/91,34,Higgins,2,starter,NA,NA
1990/91,34,Brannan,3,starter,NA,14
1990/91,34,McNab,4,starter,NA,12
1990/91,34,Mungall,5,starter,NA,NA
1990/91,34,Vickers,6,starter,NA,NA
1990/91,34,Irons,7,starter,NA,NA
1990/91,34,Harvey,8,starter,NA,NA
1990/91,34,Steel,9,starter,NA,NA
1990/91,34,Muir,10,starter,NA,NA
1990/91,34,Thomas,11,starter,NA,NA
1990/91,34,Cooper,12,sub,4,NA
1990/91,34,Morrissey,14,sub,3,NA
1990/91,35,Nixon,1,starter,NA,NA
1990/91,35,Garnett,2,starter,NA,NA
1990/91,35,Mungall,3,starter,NA,NA
1990/91,35,Irons,4,starter,NA,NA
1990/91,35,Hughes,5,starter,NA,NA
1990/91,35,Vickers,6,starter,NA,NA
1990/91,35,Morrissey,7,starter,NA,NA
1990/91,35,Harvey,8,starter,NA,NA
1990/91,35,Steel,9,starter,NA,NA
1990/91,35,Muir,10,starter,NA,NA
1990/91,35,Thomas,11,starter,NA,NA
1990/91,36,Nixon,1,starter,NA,NA
1990/91,36,Garnett,2,starter,NA,NA
1990/91,36,Mungall,3,starter,NA,NA
1990/91,36,Irons,4,starter,NA,NA
1990/91,36,Hughes,5,starter,NA,NA
1990/91,36,Vickers,6,starter,NA,14
1990/91,36,Morrissey,7,starter,NA,NA
1990/91,36,Harvey,8,starter,NA,NA
1990/91,36,Steel,9,starter,NA,NA
1990/91,36,Muir,10,starter,NA,12
1990/91,36,Thomas,11,starter,NA,NA
1990/91,36,Cooper,12,sub,10,NA
1990/91,36,McNab,14,sub,6,NA
1990/91,37,Nixon,1,starter,NA,NA
1990/91,37,Higgins,2,starter,NA,NA
1990/91,37,Mungall,3,starter,NA,NA
1990/91,37,McNab,4,starter,NA,NA
1990/91,37,Hughes,5,starter,NA,NA
1990/91,37,Garnett,6,starter,NA,NA
1990/91,37,Irons,7,starter,NA,14
1990/91,37,Harvey,8,starter,NA,NA
